Parent Compound	Preferred Name	SMILES	Non-generic Scaffold SMILES	Non-generic Scaffold ID	Generic Scaffold SMILES	Generic Scaffold ID	MESH Indications
CHEMBL2355051	CLOMIPHENE	CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1	C(=C(c1ccccc1)c1ccccc1)c1ccccc1	SCAFFA468	C1CCC(CC(C2CCCCC2)C2CCCCC2)CC1	SCAFFB324	Hemorrhage
CHEMBL106	FLUCONAZOLE	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F	c1ccc(C(Cn2cncn2)Cn2cncn2)cc1	SCAFFA469	C1CCC(C(CC2CCCC2)CC2CCCC2)CC1	SCAFFB325	Urinary Tract Infections
CHEMBL1888176	TROSPIUM	O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1	O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(c1ccccc1)c1ccccc1	SCAFFA470	C1CCC(C(CCC2CC3CCC(C2)C32CCCC2)C2CCCCC2)CC1	SCAFFB326	Urinary Incontinence, Urge
CHEMBL1222250	DEXTROSE	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	C1CCOCC1	SCAFFA327	C1CCCCC1	SCAFFB3	Varicose Veins
CHEMBL1727	CEPHALEXIN	CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=CCS[C@H]12	SCAFFA312	C1CCC(CCCC2CC3CCCCC32)CC1	SCAFFB217	Sprains and Strains
CHEMBL553025	VINORELBINE	CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2	C1=C[C@H]2CC(c3ccc4c(c3)[C@@]35CCN6CC=CC(CC[C@@H]3N4)[C@H]65)c3[nH]c4ccccc4c3CN(C1)C2	SCAFFA471	C1CC2CC(C1)CC1C3CCCCC3CC1C(C1CCC3CC4CCC5CCCC6CCC4(C3C1)C56)C2	SCAFFB327	Neoplasms
CHEMBL422	TRIFLUOPERAZINE	CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1	SCAFFA177	C1CCC(CCCC2C3CCCCC3CC3CCCCC32)CC1	SCAFFB126	Schizophrenia
CHEMBL121	ROSIGLITAZONE	CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1	O=C1NC(=O)C(Cc2ccc(OCCNc3ccccn3)cc2)S1	SCAFFA472	C1CCC(CCCCC2CCC(CC3CCCC3)CC2)CC1	SCAFFB328	Diabetes Mellitus, Type 2
CHEMBL1350	TILUDRONIC ACID	O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Bone Diseases
CHEMBL1477	CERIVASTATIN	COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1	c1ccc(-c2ccncc2)cc1	SCAFFA473	C1CCC(C2CCCCC2)CC1	SCAFFB8	Cardiovascular Diseases
CHEMBL178	DAUNORUBICIN	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1	O=C1c2ccccc2C(=O)c2cc3c(cc21)CCC[C@@H]3O[C@H]1CCCCO1	SCAFFA196	C1CCC(CC2CCCC3CC4CC5CCCCC5CC4CC23)CC1	SCAFFB139	Leukemia, Lymphoid
CHEMBL225072	PEMETREXED	Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1	O=c1[nH]cnc2[nH]cc(CCc3ccccc3)c12	SCAFFA474	C1CCC(CCC2CCC3CCCCC32)CC1	SCAFFB62	Carcinoma, Large Cell
CHEMBL834	PAMIDRONIC ACID	NCCC(O)(P(=O)(O)O)P(=O)(O)O		SCAFFA31		SCAFFB28	Bone Diseases
CHEMBL871	ETIDRONIC ACID	CC(O)(P(=O)(O)O)P(=O)(O)O		SCAFFA31		SCAFFB28	Bone Diseases
CHEMBL1027	TIAGABINE	Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C	C(CCN1CCCCC1)=C(c1cccs1)c1cccs1	SCAFFA475	C1CCC(CCCC(C2CCCC2)C2CCCC2)CC1	SCAFFB329	Seizures
CHEMBL1422	SITAGLIPTIN	N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	O=C(CCCc1ccccc1)N1CCn2cnnc2C1	SCAFFA476	C1CCC(CCCCC2CCC3CCCC3C2)CC1	SCAFFB330	Hyperlipidemias
CHEMBL376359	ALOGLIPTIN	Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O	O=c1cc(N2CCCCC2)n(Cc2ccccc2)c(=O)[nH]1	SCAFFA477	C1CCC(CC2CCCCC2C2CCCCC2)CC1	SCAFFB304	Diabetes Mellitus, Type 2
CHEMBL1419	SIBUTRAMINE	CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1	c1ccc(C2CCC2)cc1	SCAFFA478	C1CCC(C2CCC2)CC1	SCAFFB331	Obesity
CHEMBL1201319	METARAMINOL	C[C@H](N)[C@H](O)c1cccc(O)c1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Cardiovascular Diseases
CHEMBL506	PRIMAQUINE	COc1cc(NC(C)CCCN)c2ncccc2c1	c1ccc2ncccc2c1	SCAFFA310	C1CCC2CCCCC2C1	SCAFFB32	Malaria
CHEMBL445	NORTRIPTYLINE	CNCCC=C1c2ccccc2CCc2ccccc21	C=C1c2ccccc2CCc2ccccc21	SCAFFA207	C1CCC2CC3CCCCC3CCC2C1	SCAFFB25	Depression
CHEMBL1628227	DOXEPIN	CN(C)CCC=C1c2ccccc2COc2ccccc21	C=C1c2ccccc2COc2ccccc21	SCAFFA479	C1CCC2CC3CCCCC3CCC2C1	SCAFFB25	Alcoholism
CHEMBL1983268	ENTRECTINIB	CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1	O=C(Nc1n[nH]c2ccc(Cc3ccccc3)cc12)c1ccc(N2CCNCC2)cc1NC1CCOCC1	SCAFFA480	C1CCC(CC2CCC3CCC(CCC4CCC(C5CCCCC5)CC4CC4CCCCC4)C3C2)CC1	SCAFFB332	Carcinoma, Non-Small-Cell Lung
CHEMBL3301624	SETMELANOTIDE	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](C)NC1=O	O=C1CCSSCCNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)CN1	SCAFFA481	C1CCCCCCC(CC2CCCC2)CCC(CC2CCCCC2)CCCCCC(CC2CCC3CCCCC32)CCCCCC1	SCAFFB333	Obesity
CHEMBL3286830	LORLATINIB	C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21	O=C1NCc2n[nH]cc2-c2cncc(c2)OCc2ccccc21	SCAFFA482	C1CCC2CCC3CCCC(C3)C3CCCC3CCCC2C1	SCAFFB334	Lymphoma
CHEMBL3707348	ACALABRUTINIB	CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12	O=C(Nc1ccccn1)c1ccc(-c2nc([C@@H]3CCCN3)n3ccncc23)cc1	SCAFFA483	C1CCC(CCC2CCC(C3CC(C4CCCC4)C4CCCCC34)CC2)CC1	SCAFFB335	Lymphoma, Mantle-Cell
CHEMBL3183409	APALUTAMIDE	CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F	O=C1N(c2cccnc2)C(=S)N(c2ccccc2)C12CCC2	SCAFFA484	C1CCC(C2CC(C3CCCCC3)C3(CCC3)C2)CC1	SCAFFB336	Neoplasms
CHEMBL227875	PRETOMANID	O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2	c1ccc(CO[C@@H]2COc3nccn3C2)cc1	SCAFFA485	C1CCC(CCC2CCC3CCCC3C2)CC1	SCAFFB337	Tuberculosis
CHEMBL2396661	ALPELISIB	Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1	O=C(Nc1ncc(-c2ccncc2)s1)N1CCCC1	SCAFFA486	C1CCC(C2CCC(CCC3CCCC3)C2)CC1	SCAFFB338	Neoplasms
CHEMBL3545185	SELINEXOR	O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1	O=C(/C=C\n1cnc(-c2ccccc2)n1)NNc1cnccn1	SCAFFA487	C1CCC(CCCCCC2CCC(C3CCCCC3)C2)CC1	SCAFFB339	Neoplasms
CHEMBL3301612	ENCORAFENIB	COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1	c1ccc(-c2n[nH]cc2-c2ccncn2)cc1	SCAFFA488	C1CCC(C2CCCC2C2CCCCC2)CC1	SCAFFB30	Melanoma
CHEMBL2107826	VIBEGRON	O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21	O=C(Nc1ccc(C[C@@H]2CC[C@H](Cc3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21	SCAFFA489	C1CCC(CC2CCC(CC3CCC(CCC4CCC5CCCCC54)CC3)C2)CC1	SCAFFB340	Urinary Incontinence, Urge
CHEMBL3137320	TALAZOPARIB	Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1	O=c1[nH]nc2c3c(cccc13)N[C@H](c1ccccc1)[C@H]2c1ncn[nH]1	SCAFFA490	C1CCC(C2CC3CCCC4CCCC(C43)C2C2CCCC2)CC1	SCAFFB341	Breast Neoplasms
CHEMBL3218576	COPANLISIB	COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21	O=C(NC1=Nc2cc(OCCCN3CCOCC3)ccc2C2=NCCN12)c1cncnc1	SCAFFA491	C1CCC(CCCCC2CCC3C(C2)CC(CCC2CCCCC2)C2CCCC23)CC1	SCAFFB342	Lymphoma, Follicular
CHEMBL4297185	DAROLUTAMIDE	CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1	O=C(NCCn1ccc(-c2ccccc2)n1)c1cc[nH]n1	SCAFFA492	C1CCC(C2CCC(CCCCC3CCCC3)C2)CC1	SCAFFB343	Prostatic Neoplasms
CHEMBL3655081	ABROCITINIB	CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1	c1nc(NC2CCC2)c2cc[nH]c2n1	SCAFFA493	C1CC(CC2CCCC3CCCC32)C1	SCAFFB344	Eczema
CHEMBL3545376	ERDAFITINIB	COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	c1ccc(Nc2ccc3ncc(-c4cn[nH]c4)nc3c2)cc1	SCAFFA494	C1CCC(CC2CCC3CCC(C4CCCC4)CC3C2)CC1	SCAFFB345	Urinary Bladder Neoplasms
CHEMBL3889654	LAROTRECTINIB	O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1	O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3ccccc3)nc12)N1CCCC1	SCAFFA495	C1CCC(C2CCCC2C2CCC3CCC(CCC4CCCC4)C3C2)CC1	SCAFFB346	Neoplasm Metastasis
CHEMBL3304485	TENAPANOR	CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1	O=C(NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c1cccc([C@@H]2CNCc3ccccc32)c1)NCCOCCOCCNS(=O)(=O)c1cccc([C@@H]2CNCc3ccccc32)c1	SCAFFA496	C(CCCCCCCCCCCCCCCC1CCCC(C2CCCC3CCCCC32)C1)CCCCCCCCCCCCCCC1CCCC(C2CCCC3CCCCC32)C1	SCAFFB347	Constipation
CHEMBL1753	CLINDAMYCIN	CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1	O=C(NC[C@@H]1CCCCO1)[C@@H]1CCCN1	SCAFFA497	C1CCC(CCCC2CCCC2)CC1	SCAFFB348	Enterocolitis, Pseudomembranous
CHEMBL512351	BETRIXABAN	COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1	O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1	SCAFFA498	C1CCC(CCC2CCCCC2CCC2CCCCC2)CC1	SCAFFB349	Thrombosis
CHEMBL2105637	DELAFLOXACIN	Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F	O=c1ccn(-c2ccccn2)c2cc(N3CCC3)ccc12	SCAFFA499	C1CCC(C2CCCC3CCC(C4CCC4)CC32)CC1	SCAFFB350	Bacterial Infections
CHEMBL2103873	MACITENTAN	CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1	c1ccc(-c2cncnc2OCCOc2ncccn2)cc1	SCAFFA500	C1CCC(CCCCC2CCCCC2C2CCCCC2)CC1	SCAFFB249	Familial Primary Pulmonary Hypertension
CHEMBL64391	ITRACONAZOLE	CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccccc5)O4)cc3)CC2)cc1	SCAFFA501	C1CCC(C2(CC3CCCC3)CCC(CCC3CCC(C4CCC(C5CCC(C6CCCC6)CC5)CC4)CC3)C2)CC1	SCAFFB207	Onychomycosis
CHEMBL159	VINBLASTINE	CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	C1=CC2CC[C@@H]3Nc4ccc(C5C[C@@H]6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4[C@@]34CCN(C1)[C@@H]24	SCAFFA502	C1CC2CCC3C4CCCCC4CC3C(C3CCC4CC5CCC6CCCC7CCC5(C4C3)C67)CC(C1)C2	SCAFFB351	Communicable Diseases
CHEMBL417	EPIRUBICIN	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1	O=C1c2ccccc2C(=O)c2cc3c(cc21)CCC[C@@H]3O[C@H]1CCCCO1	SCAFFA196	C1CCC(CC2CCCC3CC4CC5CCCCC5CC4CC23)CC1	SCAFFB139	Breast Neoplasms
CHEMBL584	NELFINAVIR	Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C	O=C(N[C@H](CCN1CC[C@@H]2CCCC[C@@H]2C1)CSc1ccccc1)c1ccccc1	SCAFFA503	C1CCC(CCC(CCC2CCCCC2)CCC2CCC3CCCCC3C2)CC1	SCAFFB352	HIV Infections
CHEMBL115	INDINAVIR	CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	O=C(N[C@@H]1CCc2ccccc21)[C@@H](CCCN1CCN(Cc2cccnc2)CC1)Cc1ccccc1	SCAFFA504	C1CCC(CC2CCC(CCCC(CCC3CCC4CCCCC43)CC3CCCCC3)CC2)CC1	SCAFFB353	Virus Diseases
CHEMBL1360	ATRACURIUM	COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC	O=C(CC[NH+]1CCc2ccccc2C1Cc1ccccc1)OCCCCCOC(=O)CC[NH+]1CCc2ccccc2C1Cc1ccccc1	SCAFFA505	C(CCCCCCC1CCC2CCCCC2C1CC1CCCCC1)CCCCCCC1CCC2CCCCC2C1CC1CCCCC1	SCAFFB354	Muscle Relaxation
CHEMBL671	THIOTEPA	S=P(N1CC1)(N1CC1)N1CC1	S=P(N1CC1)(N1CC1)N1CC1	SCAFFA506	C1CC1C(C1CC1)C1CC1	SCAFFB355	Carcinoma
CHEMBL1136	TELITHROMYCIN	CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C	O=C1CC(=O)OCC2OC(=O)N(CCCCn3cnc(-c4cccnc4)c3)[C@@H]2CC(=O)CCC[C@H](O[C@H]2CCCCO2)C1	SCAFFA507	C1CCCC2CCC(CCCCC3CCC(C4CCCCC4)C3)C2CCCCCC(CC2CCCCC2)CC1	SCAFFB356	Bacterial Infections
CHEMBL1589	ACETOHEXAMIDE	CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1	O=C(NC1CCCCC1)NS(=O)(=O)c1ccccc1	SCAFFA508	C1CCC(CCCCC2CCCCC2)CC1	SCAFFB17	Diabetes Mellitus
CHEMBL634	ALFENTANIL	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1	O=c1[nH]nnn1CCN1CCC(Nc2ccccc2)CC1	SCAFFA509	C1CCC(CC2CCC(CCC3CCCC3)CC2)CC1	SCAFFB357	Anesthesia
CHEMBL1179047	CHLOROPROCAINE	CCN(CC)CCOC(=O)c1ccc(N)cc1Cl	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Anesthesia
CHEMBL498	CHLORPROPAMIDE	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Diabetes Mellitus, Type 2
CHEMBL811	BROMPHENIRAMINE	CN(C)CCC(c1ccc(Br)cc1)c1ccccn1	c1ccc(Cc2ccccn2)cc1	SCAFFA424	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Hypersensitivity
CHEMBL1591	DEMECLOCYCLINE	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12	O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21	SCAFFA158	C1CCC2CC3CC4CCCCC4CC3CC2C1	SCAFFB116	Infections
CHEMBL1509	DROSPIRENONE	C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12	O=C1C=C2C(CC1)[C@H]1CCC3[C@@H]([C@@H]4C[C@@H]4[C@@]34CCC(=O)O4)[C@@H]1[C@H]1C[C@@H]21	SCAFFA510	C1CCC2C(C1)C1CC1C1C2CCC2C1C1CC1C21CCCC1	SCAFFB358	Acne Vulgaris
CHEMBL917	FLOXURIDINE	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F	O=c1ccn([C@H]2CCCO2)c(=O)[nH]1	SCAFFA287	C1CCC(C2CCCC2)CC1	SCAFFB39	Neoplasms
CHEMBL2220442	FLUVASTATIN	CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21	c1ccc(-c2c[nH]c3ccccc23)cc1	SCAFFA511	C1CCC(C2CCC3CCCCC32)CC1	SCAFFB34	Hyperlipoproteinemia Type II
CHEMBL1544	LIOTHYRONINE	N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O	c1ccc(Oc2ccccc2)cc1	SCAFFA22	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Thyroid Neoplasms
CHEMBL1389	LEVONORGESTREL	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC	O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1	SCAFFA512	C1CCC2C(C1)CCC1C3CCCC3CCC21	SCAFFB37	Menorrhagia
CHEMBL19019	NALTREXONE	O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5	O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3CC2CC2)[C@H]1O5	SCAFFA513	C1CC2CC3C(CC4CC4)CCC45C(CCCC34)CC(C1)C25	SCAFFB75	Alcoholism
CHEMBL1215	PHENYLEPHRINE	CNC[C@H](O)c1cccc(O)c1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Hypersensitivity
CHEMBL1194	PRILOCAINE	CCCNC(C)C(=O)Nc1ccccc1C	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Pain
CHEMBL1144	PRAVASTATIN	CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21	C1=CC2=CCCC[C@@H]2CC1	SCAFFA514	C1CCC2CCCCC2C1	SCAFFB32	Coronary Artery Disease
CHEMBL2	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	O=C(c1ccco1)N1CCN(c2ncc3ccccc3n2)CC1	SCAFFA515	C1CCC(CC2CCC(C3CCC4CCCCC4C3)CC2)C1	SCAFFB359	Diabetes Mellitus
CHEMBL636	RIVASTIGMINE	CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Parkinson Disease
CHEMBL249837	METHACYCLINE	C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	C=C1c2ccccc2C(=O)C2=CC3C(=O)C=CC[C@@H]3C[C@H]12	SCAFFA516	C1CCC2CC3CC4CCCCC4CC3CC2C1	SCAFFB116	Bacterial Infections
CHEMBL76370	TEGASEROD	CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12	c1ccc2[nH]ccc2c1	SCAFFA178	C1CCC2CCCC2C1	SCAFFB5	Constipation
CHEMBL1517	OXYTETRACYCLINE	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12	O=C1C2=CC3C(=O)C=CC[C@@H]3C[C@@H]2Cc2ccccc21	SCAFFA158	C1CCC2CC3CC4CCCCC4CC3CC2C1	SCAFFB116	Eye Infections
CHEMBL36	PYRIMETHAMINE	CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1	c1ccc(-c2cncnc2)cc1	SCAFFA517	C1CCC(C2CCCCC2)CC1	SCAFFB8	Toxoplasmosis
CHEMBL782	TOLBUTAMIDE	CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Diabetes Mellitus, Type 2
CHEMBL1551	URSODIOL	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1	SCAFFA436	C1CCC2C(C1)CCC1C3CCCC3CCC21	SCAFFB37	Liver Cirrhosis, Biliary
CHEMBL1200559	LACTIC ACID	CC(O)C(=O)O		SCAFFA31		SCAFFB28	Electrolytes
CHEMBL562	GRISEOFULVIN	COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O	O=C1C=C[C@]2(CC1)Oc1ccccc1C2=O	SCAFFA518	C1CCC2(CC1)CC1CCCCC1C2	SCAFFB360	Candidiasis
CHEMBL659	GALANTAMINE	COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2	C1=C[C@@]23CCNCc4cccc(c42)O[C@H]3CC1	SCAFFA519	C1CCC23CCCCC2CC2CCCC(C1)C23	SCAFFB361	Alzheimer Disease
CHEMBL1201864	DIENOGEST	C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N	O=C1C=C2CC[C@@H]3C(=C2CC1)CCC1CCC[C@H]13	SCAFFA520	C1CCC2C(C1)CCC1C3CCCC3CCC21	SCAFFB37	Menorrhagia
CHEMBL807	MEMANTINE	CC12CC3CC(C)(C1)CC(N)(C3)C2	C1C2CC3CC1CC(C2)C3	SCAFFA289	C1C2CC3CC1CC(C2)C3	SCAFFB200	Alzheimer Disease
CHEMBL502	DONEPEZIL	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2	O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1	SCAFFA521	C1CCC(CC2CCC(CC3CC4CCCCC4C3)CC2)CC1	SCAFFB362	Alzheimer Disease
CHEMBL290960	NIFURTIMOX	CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1	O=S1(=O)CCN(/N=C/c2ccco2)CC1	SCAFFA522	C1CCC(CCC2CCCC2)CC1	SCAFFB54	Chagas Disease
CHEMBL666	FOSCARNET	O=C(O)P(=O)(O)O		SCAFFA31		SCAFFB28	Primary Immunodeficiency Diseases
CHEMBL1201353	DEXCHLORPHENIRAMINE	CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1	c1ccc(Cc2ccccn2)cc1	SCAFFA424	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Hypersensitivity
